RecordID,Date,City,State,Season,Temperature_C,Humidity_%,WindSpeed_kmph,Precipitation_mm,AirPressure_hPa,WeatherCondition
559,2023-07-02,Lucknow,Uttar Pradesh,Winter,16.2,44,30.3,0.36,1015.4,Rain
560,2022-05-15,Hyderabad,Telangana,Autumn,22.2,70,14.7,0.49,1001.9,Storm
561,2023-08-31,Delhi,Delhi,Monsoon,25.4,58,26.4,4.49,1013.9,Sunny
562,2023-07-24,Hyderabad,Telangana,Monsoon,26.5,58,8.0,0.12,1018.5,Rain
563,2023-04-17,Hyderabad,Telangana,Autumn,28.0,75,27.9,0.01,995.5,Storm
564,2023-06-13,Ahmedabad,Gujarat,Winter,18.1,76,29.6,0.82,1010.5,Haze
565,2022-02-01,Delhi,Delhi,Monsoon,27.3,54,5.4,1.9,1001.4,Sunny
566,2022-06-16,Kolkata,West Bengal,Winter,12.4,53,4.3,0.42,1007.1,Fog
567,2023-02-01,Pune,Maharashtra,Winter,16.0,46,21.5,1.68,1010.5,Cloudy
568,2023-03-20,Chennai,Tamil Nadu,Autumn,25.6,54,3.1,0.36,1007.8,Fog
569,2024-01-27,Hyderabad,Telangana,Autumn,26.2,47,3.6,1.54,1010.9,Cloudy
570,2023-10-20,Lucknow,Uttar Pradesh,Autumn,29.6,71,30.5,0.25,1004.6,Storm
571,2022-08-16,Jaipur,Rajasthan,Monsoon,29.1,81,11.6,4.31,1011.4,Storm
572,2022-09-09,Ahmedabad,Gujarat,Autumn,31.4,50,12.4,0.39,1004.7,Storm
573,2024-02-17,Kolkata,West Bengal,Summer,32.5,67,32.9,0.47,1015.8,Haze
574,2022-03-03,Delhi,Delhi,Winter,19.2,55,3.4,1.67,1020.5,Cloudy
575,2023-01-25,Kolkata,West Bengal,Autumn,22.3,69,15.5,0.7,1010.4,Haze
576,2022-07-16,Kolkata,West Bengal,Summer,34.4,52,23.9,0.55,1013.1,Storm
577,2023-01-18,Pune,Maharashtra,Monsoon,27.4,85,8.4,3.27,996.2,Fog
578,2022-04-14,Ahmedabad,Gujarat,Winter,15.9,89,5.5,1.4,1005.7,Fog
579,2022-02-23,Chennai,Tamil Nadu,Monsoon,32.3,74,15.5,0.92,1008.6,Haze
580,2022-02-01,Delhi,Delhi,Winter,22.7,60,31.8,1.53,1003.2,Haze
581,2022-09-28,Pune,Maharashtra,Monsoon,30.2,52,22.8,6.74,1013.9,Sunny
582,2024-06-06,Bangalore,Karnataka,Autumn,25.3,79,9.1,0.41,1017.4,Cloudy
583,2023-11-25,Kolkata,West Bengal,Autumn,25.0,71,12.2,0.77,1014.7,Cloudy
584,2023-03-13,Ahmedabad,Gujarat,Winter,20.2,46,4.7,0.03,1014.6,Haze
585,2022-08-27,Lucknow,Uttar Pradesh,Autumn,24.5,61,2.3,2.12,1010.1,Storm
586,2022-02-18,Chennai,Tamil Nadu,Monsoon,29.6,51,15.0,2.05,1007.7,Sunny
587,2022-06-07,Kolkata,West Bengal,Monsoon,30.6,91,8.8,4.81,1014.9,Storm
588,2023-09-24,Chennai,Tamil Nadu,Winter,12.2,44,8.1,0.66,1003.1,Fog
589,2022-10-28,Delhi,Delhi,Winter,11.1,87,34.5,0.25,1013.4,Cloudy
590,2024-03-07,Lucknow,Uttar Pradesh,Summer,36.7,82,2.1,1.12,1016.3,Rain
591,2024-01-12,Ahmedabad,Gujarat,Summer,32.8,46,1.1,0.47,1022.4,Haze
592,2023-08-03,Pune,Maharashtra,Summer,35.0,43,11.9,0.55,1005.0,Haze
593,2023-03-27,Bangalore,Karnataka,Summer,30.0,75,34.3,0.69,1005.7,Fog
594,2022-01-12,Kolkata,West Bengal,Monsoon,30.7,35,17.1,2.01,1005.6,Sunny
595,2023-11-22,Ahmedabad,Gujarat,Monsoon,26.6,41,4.1,2.83,1018.2,Storm
596,2023-03-12,Lucknow,Uttar Pradesh,Summer,27.9,58,30.3,0.19,1012.6,Storm
597,2023-07-01,Jaipur,Rajasthan,Autumn,23.1,58,29.5,0.13,1010.4,Rain
598,2023-01-30,Lucknow,Uttar Pradesh,Monsoon,28.9,45,31.8,2.29,1012.8,Haze
599,2023-11-09,Bangalore,Karnataka,Monsoon,24.3,73,5.2,6.44,1013.6,Cloudy
600,2022-04-21,Hyderabad,Telangana,Winter,21.9,37,3.8,0.07,1012.5,Cloudy
601,2023-11-06,Jaipur,Rajasthan,Summer,35.8,40,4.7,0.17,1006.6,Sunny
602,2023-09-21,Hyderabad,Telangana,Summer,47.6,37,24.8,0.67,1013.2,Storm
603,2024-05-13,Hyderabad,Telangana,Winter,16.7,72,34.4,1.18,1014.4,Rain
604,2022-09-20,Jaipur,Rajasthan,Winter,17.7,65,1.5,0.45,1010.2,Cloudy
605,2023-02-14,Mumbai,Maharashtra,Summer,35.8,56,4.1,0.83,1013.7,Rain
606,2023-06-21,Mumbai,Maharashtra,Monsoon,24.5,35,28.6,1.3,1013.1,Sunny
607,2022-12-21,Kolkata,West Bengal,Winter,22.0,61,10.3,0.93,1003.8,Haze
608,2023-10-23,Delhi,Delhi,Summer,32.5,47,25.6,2.64,1003.3,Sunny
609,2023-03-07,Delhi,Delhi,Monsoon,25.2,81,11.1,1.92,985.4,Cloudy
610,2024-01-24,Lucknow,Uttar Pradesh,Winter,24.3,72,9.4,0.19,1011.2,Rain
611,2023-04-13,Pune,Maharashtra,Winter,11.7,38,32.0,0.31,1006.3,Fog
612,2022-02-07,Mumbai,Maharashtra,Monsoon,31.4,38,28.2,1.07,1020.2,Cloudy
613,2024-05-27,Lucknow,Uttar Pradesh,Autumn,28.6,42,7.2,1.27,1003.2,Sunny
614,2022-11-24,Pune,Maharashtra,Winter,16.8,58,28.6,0.38,1009.9,Storm
615,2022-10-05,Chennai,Tamil Nadu,Monsoon,29.1,41,10.4,4.03,1012.0,Sunny
616,2024-02-12,Pune,Maharashtra,Summer,32.6,85,9.4,0.05,1012.6,Sunny
617,2022-05-14,Pune,Maharashtra,Autumn,23.9,45,10.0,0.19,1011.8,Fog
618,2023-11-12,Ahmedabad,Gujarat,Autumn,24.9,66,20.9,0.04,1002.1,Storm
619,2022-04-05,Bangalore,Karnataka,Monsoon,29.6,64,28.0,2.46,1007.8,Rain
620,2023-01-17,Mumbai,Maharashtra,Summer,34.8,42,32.1,0.34,1004.6,Haze
621,2022-06-09,Ahmedabad,Gujarat,Monsoon,27.8,48,18.9,1.92,1018.8,Cloudy
622,2023-12-20,Delhi,Delhi,Winter,16.0,55,2.9,0.65,1019.7,Storm
623,2024-04-14,Chennai,Tamil Nadu,Autumn,20.6,90,9.4,0.16,1020.8,Rain
624,2023-01-08,Pune,Maharashtra,Autumn,25.7,55,8.4,0.18,1003.2,Fog
625,2023-03-19,Mumbai,Maharashtra,Summer,34.2,59,23.8,0.62,1004.9,Cloudy
626,2022-01-11,Hyderabad,Telangana,Autumn,27.8,53,10.8,0.18,1002.7,Fog
627,2023-01-16,Chennai,Tamil Nadu,Summer,35.2,38,27.2,1.49,1014.3,Fog
628,2023-11-05,Chennai,Tamil Nadu,Summer,30.0,54,19.4,0.32,1016.5,Fog
629,2023-07-08,Lucknow,Uttar Pradesh,Summer,35.0,62,30.6,0.13,1005.4,Rain
630,2024-02-20,Bangalore,Karnataka,Autumn,28.7,69,31.9,0.84,1016.9,Storm
631,2023-01-10,Pune,Maharashtra,Summer,30.9,88,24.9,1.23,1002.6,Storm
632,2023-11-15,Kolkata,West Bengal,Winter,19.1,94,1.9,2.57,1016.8,Cloudy
633,2023-12-01,Delhi,Delhi,Autumn,24.1,81,10.5,0.14,1008.2,Sunny
634,2024-04-21,Delhi,Delhi,Monsoon,30.8,44,18.8,3.08,1005.2,Fog
635,2022-02-10,Mumbai,Maharashtra,Monsoon,29.4,70,15.3,1.31,1019.2,Haze
636,2023-10-12,Delhi,Delhi,Winter,14.1,73,0.5,0.58,1008.3,Haze
637,2023-12-25,Bangalore,Karnataka,Monsoon,30.8,60,29.0,0.92,1012.3,Rain
638,2022-05-30,Chennai,Tamil Nadu,Monsoon,28.3,59,17.2,8.28,1007.2,Cloudy
639,2022-04-11,Hyderabad,Telangana,Winter,19.7,47,34.3,1.12,1011.1,Storm
640,2023-08-20,Chennai,Tamil Nadu,Winter,22.7,65,26.7,1.76,1011.2,Storm
641,2023-07-20,Bangalore,Karnataka,Winter,9.0,45,0.0,0.01,1014.9,Fog
642,2024-06-13,Jaipur,Rajasthan,Summer,33.0,45,11.1,0.68,1021.8,Haze
643,2023-10-20,Pune,Maharashtra,Summer,27.4,86,7.7,0.24,999.2,Fog
644,2022-06-02,Chennai,Tamil Nadu,Autumn,23.7,57,31.1,1.52,1005.2,Fog
645,2023-08-10,Lucknow,Uttar Pradesh,Winter,22.5,62,25.2,0.85,1014.4,Fog
646,2024-02-10,Chennai,Tamil Nadu,Winter,12.7,73,7.8,5.85,1012.4,Fog
647,2023-08-12,Kolkata,West Bengal,Autumn,28.7,88,8.6,1.57,1021.7,Sunny
648,2023-04-08,Ahmedabad,Gujarat,Autumn,31.4,88,34.8,1.07,1003.9,Fog
649,2022-06-25,Kolkata,West Bengal,Summer,36.8,46,8.5,2.05,1014.1,Cloudy
650,2023-01-10,Pune,Maharashtra,Autumn,24.3,68,19.7,1.75,1009.4,Storm
651,2023-01-14,Chennai,Tamil Nadu,Monsoon,28.4,63,31.9,1.21,1008.3,Sunny
652,2023-01-25,Bangalore,Karnataka,Autumn,27.4,50,1.3,0.87,1004.2,Cloudy
653,2024-01-10,Ahmedabad,Gujarat,Autumn,23.7,82,8.1,1.36,999.1,Haze
654,2022-01-16,Jaipur,Rajasthan,Winter,15.7,88,4.2,2.22,1022.5,Storm
655,2022-01-03,Pune,Maharashtra,Monsoon,33.7,40,16.2,3.75,998.4,Rain
656,2022-07-21,Hyderabad,Telangana,Winter,17.5,62,19.2,0.83,1004.9,Cloudy
657,2022-10-16,Kolkata,West Bengal,Summer,29.5,60,1.3,0.48,1004.9,Fog
658,2023-03-19,Lucknow,Uttar Pradesh,Monsoon,26.7,67,16.1,4.6,1015.6,Fog
659,2023-12-04,Bangalore,Karnataka,Winter,32.0,71,31.3,0.76,1019.8,Rain
660,2022-08-09,Pune,Maharashtra,Winter,9.1,91,4.6,0.56,1004.4,Sunny
661,2023-06-09,Pune,Maharashtra,Monsoon,26.5,92,32.8,1.88,1018.1,Cloudy
662,2024-03-11,Pune,Maharashtra,Summer,31.2,69,11.0,0.26,1001.1,Haze
663,2024-03-01,Bangalore,Karnataka,Autumn,24.0,58,4.2,0.3,1010.5,Storm
664,2023-12-02,Pune,Maharashtra,Winter,14.0,35,22.2,1.04,1015.1,Cloudy
665,2024-02-20,Pune,Maharashtra,Summer,41.5,72,10.3,0.4,1015.5,Haze
666,2022-10-27,Chennai,Tamil Nadu,Autumn,30.4,62,27.9,0.95,1002.2,Sunny
667,2022-06-09,Mumbai,Maharashtra,Monsoon,27.5,76,5.2,1.26,997.0,Rain
668,2023-07-21,Chennai,Tamil Nadu,Monsoon,27.9,71,30.2,2.48,1003.3,Rain
669,2023-09-18,Pune,Maharashtra,Winter,19.0,82,19.5,0.21,1009.7,Cloudy
670,2024-03-22,Hyderabad,Telangana,Monsoon,31.3,58,21.8,1.19,1017.0,Storm
671,2023-03-06,Delhi,Delhi,Monsoon,31.2,60,9.9,0.88,1017.0,Haze
672,2022-01-30,Lucknow,Uttar Pradesh,Autumn,26.2,88,15.0,0.96,1007.1,Cloudy
673,2022-05-03,Ahmedabad,Gujarat,Winter,11.7,89,24.7,1.59,1011.5,Sunny
674,2023-01-08,Lucknow,Uttar Pradesh,Autumn,23.9,79,3.4,1.62,1003.3,Cloudy
675,2022-09-20,Hyderabad,Telangana,Summer,36.7,44,21.1,0.78,1008.0,Haze
676,2024-05-25,Bangalore,Karnataka,Autumn,24.9,91,16.6,1.43,1019.9,Haze
677,2022-04-19,Pune,Maharashtra,Winter,11.0,59,0.7,0.74,1000.9,Haze
678,2023-02-26,Hyderabad,Telangana,Winter,14.7,40,8.5,2.04,1008.3,Sunny
679,2023-06-19,Lucknow,Uttar Pradesh,Monsoon,30.9,41,3.7,5.1,1020.2,Sunny
680,2022-06-18,Ahmedabad,Gujarat,Winter,20.5,41,12.6,1.92,1021.0,Rain
681,2022-06-10,Bangalore,Karnataka,Monsoon,32.8,50,18.5,0.42,1005.8,Haze
682,2022-11-19,Kolkata,West Bengal,Winter,16.5,83,14.2,0.13,1016.0,Cloudy
683,2022-03-03,Hyderabad,Telangana,Winter,19.1,40,29.1,1.38,1016.1,Sunny
684,2023-02-14,Ahmedabad,Gujarat,Summer,37.1,62,10.4,0.21,1011.0,Haze
685,2022-11-26,Kolkata,West Bengal,Summer,29.6,71,10.1,1.77,1005.8,Cloudy
686,2022-05-18,Lucknow,Uttar Pradesh,Autumn,23.8,40,3.1,0.88,1021.1,Sunny
687,2022-08-16,Jaipur,Rajasthan,Monsoon,27.2,48,5.6,8.54,1008.9,Storm
688,2023-07-17,Pune,Maharashtra,Monsoon,29.0,88,21.5,1.03,1009.6,Haze
689,2022-02-27,Pune,Maharashtra,Summer,32.0,72,0.2,1.79,1013.0,Fog
690,2023-10-03,Delhi,Delhi,Summer,34.8,72,26.9,1.16,997.3,Storm
691,2024-05-10,Chennai,Tamil Nadu,Winter,22.5,75,29.5,0.28,1017.6,Rain
692,2024-02-03,Ahmedabad,Gujarat,Summer,36.1,52,12.4,0.65,1013.9,Rain
693,2024-03-04,Lucknow,Uttar Pradesh,Autumn,30.1,79,28.3,0.78,1014.5,Sunny
694,2022-08-27,Pune,Maharashtra,Monsoon,24.1,44,7.7,5.82,1027.1,Cloudy
695,2022-01-13,Pune,Maharashtra,Autumn,30.8,87,15.5,2.0,1014.2,Sunny
696,2023-05-30,Bangalore,Karnataka,Autumn,23.8,85,2.2,0.45,1002.4,Rain
697,2024-04-21,Pune,Maharashtra,Summer,26.4,73,26.9,1.0,1010.0,Fog
698,2023-11-21,Mumbai,Maharashtra,Winter,22.6,40,3.6,0.03,1029.3,Haze
699,2023-01-03,Pune,Maharashtra,Winter,18.3,56,33.8,1.45,1000.3,Cloudy
700,2022-08-19,Hyderabad,Telangana,Autumn,32.0,79,26.3,0.18,1004.9,Cloudy
701,2024-03-03,Lucknow,Uttar Pradesh,Monsoon,31.3,44,29.3,0.79,1009.2,Rain
702,2023-03-23,Bangalore,Karnataka,Autumn,28.8,79,1.5,4.19,1011.6,Rain
703,2022-04-29,Ahmedabad,Gujarat,Winter,11.6,47,31.6,0.06,1010.7,Storm
704,2023-01-03,Kolkata,West Bengal,Winter,15.9,82,3.2,0.07,1005.7,Rain
705,2024-02-28,Kolkata,West Bengal,Summer,33.9,71,25.7,0.02,1018.7,Sunny
706,2023-12-13,Kolkata,West Bengal,Monsoon,27.0,46,24.1,4.84,1014.6,Haze
707,2023-04-24,Lucknow,Uttar Pradesh,Summer,29.3,53,4.6,0.09,1008.3,Cloudy
708,2023-11-03,Pune,Maharashtra,Monsoon,27.4,56,26.4,1.55,1011.9,Fog
709,2023-05-17,Bangalore,Karnataka,Summer,38.7,66,15.0,0.1,1013.0,Sunny
710,2024-03-21,Chennai,Tamil Nadu,Monsoon,25.5,44,3.3,9.19,1013.5,Cloudy
711,2023-05-24,Delhi,Delhi,Monsoon,28.7,40,17.7,21.45,1001.8,Haze
712,2022-10-01,Mumbai,Maharashtra,Winter,26.0,74,11.9,0.38,1013.8,Fog
713,2024-05-27,Ahmedabad,Gujarat,Winter,10.6,60,25.5,1.3,999.7,Sunny
714,2023-08-26,Pune,Maharashtra,Summer,34.7,62,23.4,0.77,1029.0,Rain
715,2023-11-15,Jaipur,Rajasthan,Summer,30.9,50,30.8,0.1,1010.9,Sunny
716,2024-04-15,Kolkata,West Bengal,Monsoon,29.0,59,5.4,5.89,989.0,Haze
717,2024-06-06,Lucknow,Uttar Pradesh,Autumn,24.1,38,31.0,0.04,1015.6,Cloudy
718,2023-01-31,Chennai,Tamil Nadu,Autumn,24.0,53,6.9,1.25,1005.0,Storm
719,2024-04-19,Hyderabad,Telangana,Monsoon,28.8,75,0.8,0.18,1010.7,Haze
720,2022-08-01,Lucknow,Uttar Pradesh,Autumn,26.1,81,27.7,1.59,1015.5,Fog
721,2022-03-17,Hyderabad,Telangana,Autumn,27.7,38,9.5,0.65,1011.7,Sunny
722,2024-02-07,Ahmedabad,Gujarat,Summer,27.4,91,10.2,1.65,1005.5,Sunny
723,2023-11-18,Bangalore,Karnataka,Monsoon,29.1,38,5.5,3.69,1016.6,Rain
724,2024-04-03,Jaipur,Rajasthan,Winter,16.5,60,16.7,1.28,1006.8,Fog
725,2023-08-13,Hyderabad,Telangana,Monsoon,31.2,71,23.7,1.55,1012.1,Haze
726,2023-12-07,Bangalore,Karnataka,Summer,34.5,62,13.0,0.82,1010.5,Sunny
727,2022-12-30,Kolkata,West Bengal,Autumn,25.4,55,2.8,0.19,1011.0,Rain
728,2024-05-25,Pune,Maharashtra,Monsoon,27.0,43,9.8,0.2,1020.1,Cloudy
729,2023-10-21,Jaipur,Rajasthan,Monsoon,23.5,64,20.7,1.94,1011.5,Sunny
730,2022-06-16,Delhi,Delhi,Monsoon,32.4,80,15.2,5.3,1015.9,Haze
731,2024-02-21,Ahmedabad,Gujarat,Summer,34.9,71,8.0,0.37,1008.4,Rain
732,2022-04-29,Lucknow,Uttar Pradesh,Summer,31.1,48,12.1,0.83,999.4,Storm
733,2023-04-13,Kolkata,West Bengal,Monsoon,32.9,51,26.7,3.2,1007.7,Haze
734,2023-11-18,Delhi,Delhi,Monsoon,22.5,85,17.8,0.81,1016.0,Storm
735,2022-12-10,Jaipur,Rajasthan,Autumn,23.7,88,10.5,0.27,1003.0,Fog
736,2022-11-28,Delhi,Delhi,Winter,21.4,36,1.1,1.02,1021.0,Rain
737,2024-01-13,Jaipur,Rajasthan,Winter,13.1,39,9.6,0.18,1011.7,Haze
738,2022-04-01,Lucknow,Uttar Pradesh,Monsoon,24.4,37,28.6,5.59,1015.7,Rain
739,2023-08-09,Kolkata,West Bengal,Summer,30.5,35,12.7,1.97,996.0,Storm
740,2023-04-21,Bangalore,Karnataka,Winter,23.1,68,0.5,0.68,1011.5,Storm
741,2023-03-08,Delhi,Delhi,Winter,16.7,75,17.9,0.09,1002.1,Rain
742,2023-12-05,Pune,Maharashtra,Summer,34.7,49,17.8,0.01,1009.6,Storm
743,2022-10-05,Bangalore,Karnataka,Monsoon,23.5,83,1.3,0.59,1022.2,Haze
744,2024-03-16,Hyderabad,Telangana,Autumn,26.2,85,33.8,0.87,999.5,Storm
745,2022-04-20,Lucknow,Uttar Pradesh,Monsoon,24.5,42,17.3,0.07,1014.7,Sunny
746,2023-12-16,Kolkata,West Bengal,Winter,15.1,69,17.0,3.61,1010.5,Sunny
747,2023-05-22,Delhi,Delhi,Winter,3.6,49,23.3,0.95,1017.1,Sunny
748,2023-01-20,Bangalore,Karnataka,Winter,14.0,63,2.5,2.02,1028.2,Haze
749,2024-05-12,Ahmedabad,Gujarat,Monsoon,26.3,92,3.5,7.95,1019.8,Sunny
750,2022-01-05,Kolkata,West Bengal,Autumn,23.7,91,34.9,0.57,1013.7,Sunny
751,2022-07-30,Pune,Maharashtra,Autumn,22.1,90,7.9,0.57,1020.7,Sunny
752,2024-03-15,Ahmedabad,Gujarat,Monsoon,34.0,51,7.6,5.22,1011.5,Rain
753,2022-11-15,Lucknow,Uttar Pradesh,Summer,39.7,49,17.4,3.1,1016.6,Fog
754,2023-09-22,Bangalore,Karnataka,Winter,21.4,46,27.1,0.23,1011.1,Storm
755,2024-04-12,Mumbai,Maharashtra,Summer,29.3,41,33.5,0.87,1013.9,Rain
756,2023-07-02,Kolkata,West Bengal,Winter,24.3,54,13.4,0.2,1006.4,Storm
757,2023-12-30,Delhi,Delhi,Monsoon,34.4,69,16.8,1.99,1006.6,Sunny
758,2023-06-23,Delhi,Delhi,Winter,21.9,87,8.1,0.41,1013.9,Storm
759,2022-05-17,Ahmedabad,Gujarat,Summer,33.4,88,19.8,0.59,1022.2,Fog
760,2022-06-08,Delhi,Delhi,Summer,30.6,75,25.7,1.15,999.3,Storm
761,2024-05-13,Kolkata,West Bengal,Monsoon,28.3,35,14.0,1.19,1001.6,Sunny
762,2022-09-18,Lucknow,Uttar Pradesh,Winter,19.8,93,34.5,0.67,1005.2,Fog
763,2022-05-30,Mumbai,Maharashtra,Monsoon,30.3,37,16.2,4.22,1016.3,Fog
764,2022-09-22,Pune,Maharashtra,Autumn,26.0,81,33.6,0.02,1020.9,Cloudy
765,2023-05-20,Mumbai,Maharashtra,Winter,11.2,89,23.7,0.68,1000.4,Sunny
766,2022-05-30,Jaipur,Rajasthan,Summer,33.2,71,4.7,1.57,1005.2,Sunny
767,2023-06-12,Jaipur,Rajasthan,Autumn,24.5,85,16.5,0.45,1008.5,Sunny
768,2022-10-15,Bangalore,Karnataka,Autumn,21.1,40,15.6,0.02,1004.4,Storm
769,2022-03-05,Mumbai,Maharashtra,Winter,15.8,43,16.7,1.3,1008.3,Storm
770,2023-06-23,Bangalore,Karnataka,Winter,17.6,55,30.1,0.05,1001.9,Fog
771,2023-03-13,Pune,Maharashtra,Summer,35.5,74,11.4,0.04,1010.4,Cloudy
772,2024-01-25,Hyderabad,Telangana,Autumn,24.9,55,5.2,0.12,1010.5,Rain
773,2023-03-27,Bangalore,Karnataka,Monsoon,29.7,94,5.8,1.39,997.7,Fog
774,2024-05-01,Jaipur,Rajasthan,Winter,19.6,54,18.7,0.86,1013.1,Haze
775,2023-03-26,Lucknow,Uttar Pradesh,Summer,32.2,94,15.6,0.9,1011.3,Storm
776,2023-07-02,Chennai,Tamil Nadu,Summer,38.3,70,29.9,0.48,1012.1,Fog
777,2022-12-07,Kolkata,West Bengal,Autumn,29.1,70,33.1,0.03,1020.2,Sunny
778,2022-01-04,Chennai,Tamil Nadu,Monsoon,20.9,38,20.7,2.61,1018.3,Haze
779,2022-10-20,Ahmedabad,Gujarat,Autumn,24.8,90,33.7,1.37,1005.3,Cloudy
780,2022-09-29,Mumbai,Maharashtra,Winter,18.2,85,31.7,0.52,1006.9,Sunny
781,2023-04-02,Kolkata,West Bengal,Monsoon,22.6,89,22.6,1.78,1010.1,Storm
782,2023-11-16,Lucknow,Uttar Pradesh,Monsoon,25.2,65,28.2,3.35,1008.8,Storm
783,2022-01-23,Hyderabad,Telangana,Autumn,27.8,91,27.6,0.05,1002.9,Sunny
784,2022-12-08,Chennai,Tamil Nadu,Autumn,28.1,51,13.2,0.02,1000.5,Sunny
785,2024-04-07,Lucknow,Uttar Pradesh,Winter,10.8,66,26.1,1.33,1000.4,Cloudy
786,2023-10-10,Jaipur,Rajasthan,Winter,16.2,61,2.3,3.19,1007.6,Cloudy
787,2023-03-12,Ahmedabad,Gujarat,Monsoon,26.2,84,28.2,2.2,1008.9,Haze
788,2022-12-01,Delhi,Delhi,Winter,18.2,74,15.0,0.1,996.0,Rain
789,2023-11-28,Hyderabad,Telangana,Autumn,23.0,63,8.7,0.08,1008.3,Storm
790,2022-12-23,Jaipur,Rajasthan,Summer,32.8,88,10.5,0.75,1007.6,Sunny
791,2023-03-12,Mumbai,Maharashtra,Summer,36.7,94,31.4,0.92,1009.5,Sunny
792,2022-12-26,Hyderabad,Telangana,Monsoon,28.1,77,27.4,1.39,991.0,Sunny
793,2024-02-05,Ahmedabad,Gujarat,Monsoon,35.1,91,8.5,9.08,1007.2,Fog
794,2022-02-15,Delhi,Delhi,Summer,26.5,47,24.0,1.69,1016.0,Rain
795,2023-04-15,Ahmedabad,Gujarat,Autumn,26.5,60,28.5,2.02,1000.7,Sunny
796,2023-07-06,Bangalore,Karnataka,Monsoon,24.7,86,19.0,2.59,1004.9,Fog
797,2024-02-09,Hyderabad,Telangana,Summer,32.5,70,5.6,2.09,995.5,Rain
798,2023-04-09,Pune,Maharashtra,Winter,16.3,90,23.1,1.62,1015.3,Rain
799,2023-09-24,Hyderabad,Telangana,Winter,13.4,72,16.8,1.13,1004.4,Rain
800,2023-07-10,Delhi,Delhi,Autumn,33.8,68,32.7,2.9,1020.4,Haze
801,2023-07-30,Kolkata,West Bengal,Summer,36.7,88,0.6,0.59,1012.8,Storm
802,2023-11-19,Hyderabad,Telangana,Autumn,32.1,67,13.9,0.2,1015.0,Cloudy
803,2022-04-09,Delhi,Delhi,Winter,25.7,68,22.6,0.1,1011.2,Storm
804,2022-10-18,Delhi,Delhi,Winter,16.0,92,9.3,1.44,1016.7,Rain
805,2024-01-16,Delhi,Delhi,Summer,27.6,94,10.9,3.44,1012.7,Sunny
806,2022-08-22,Mumbai,Maharashtra,Summer,36.4,68,10.0,1.9,1012.7,Haze
807,2023-04-15,Bangalore,Karnataka,Monsoon,24.7,39,4.3,10.29,1010.3,Fog
808,2022-08-26,Delhi,Delhi,Autumn,24.8,88,8.1,0.25,1009.3,Sunny
809,2022-05-14,Jaipur,Rajasthan,Monsoon,26.1,81,3.3,0.58,1001.3,Haze
810,2022-12-20,Jaipur,Rajasthan,Monsoon,28.1,56,7.4,1.97,995.6,Fog
811,2022-11-04,Ahmedabad,Gujarat,Summer,26.8,94,25.7,3.14,1012.9,Fog
812,2023-12-14,Kolkata,West Bengal,Autumn,29.8,51,28.5,1.43,1019.3,Storm
813,2023-03-10,Jaipur,Rajasthan,Summer,30.1,85,32.3,1.66,1007.7,Cloudy
814,2024-04-02,Mumbai,Maharashtra,Monsoon,27.7,80,3.7,8.39,1011.3,Haze
815,2023-04-19,Jaipur,Rajasthan,Summer,33.4,43,32.3,1.16,1008.5,Rain
816,2023-09-26,Mumbai,Maharashtra,Winter,13.3,88,16.7,1.31,1005.3,Rain
817,2023-11-18,Ahmedabad,Gujarat,Summer,35.2,93,14.9,2.15,997.5,Fog
818,2023-08-03,Pune,Maharashtra,Winter,17.4,58,17.7,0.45,1011.6,Cloudy
819,2022-11-15,Hyderabad,Telangana,Autumn,24.3,55,9.8,0.23,991.2,Cloudy
820,2022-05-02,Mumbai,Maharashtra,Autumn,20.5,82,12.2,0.69,1014.4,Haze
821,2022-07-14,Ahmedabad,Gujarat,Winter,20.4,59,31.2,0.53,1012.6,Haze
822,2024-01-31,Bangalore,Karnataka,Autumn,22.5,51,32.5,0.61,1011.5,Rain
823,2023-09-03,Delhi,Delhi,Monsoon,25.5,89,25.1,3.52,1018.9,Fog
824,2022-03-26,Pune,Maharashtra,Summer,38.2,51,28.4,0.79,1003.9,Storm
825,2023-04-25,Kolkata,West Bengal,Winter,14.9,77,17.7,3.2,1017.0,Cloudy
826,2023-10-21,Delhi,Delhi,Summer,41.6,89,26.0,4.05,1009.7,Cloudy
827,2022-05-12,Chennai,Tamil Nadu,Winter,9.0,47,5.5,1.31,997.9,Storm
828,2024-05-20,Pune,Maharashtra,Summer,33.9,90,25.0,2.13,1012.4,Storm
829,2022-11-23,Lucknow,Uttar Pradesh,Autumn,26.2,90,31.4,2.95,1013.5,Rain
830,2024-06-13,Hyderabad,Telangana,Autumn,22.5,53,32.4,0.63,1016.9,Rain
831,2023-03-07,Mumbai,Maharashtra,Summer,41.7,45,34.0,0.14,1014.8,Rain
832,2022-10-30,Bangalore,Karnataka,Monsoon,28.9,36,1.1,0.23,1013.4,Cloudy
833,2024-02-19,Hyderabad,Telangana,Monsoon,27.1,72,33.1,7.25,1000.7,Rain
834,2023-10-20,Chennai,Tamil Nadu,Autumn,23.2,81,10.7,0.47,1008.4,Fog
835,2024-02-26,Ahmedabad,Gujarat,Winter,21.5,93,18.8,3.91,1021.8,Fog
836,2023-03-18,Ahmedabad,Gujarat,Autumn,20.9,83,14.8,0.53,1007.8,Rain
837,2022-02-23,Ahmedabad,Gujarat,Summer,35.7,84,13.4,1.65,1012.3,Haze
